날짜,주식,주가변동여부,거래량변동여부
2021-01-13,SK하이닉스,1,0
2021-01-12,SK하이닉스,0,0
2021-01-11,SK하이닉스,0,1
2021-01-08,SK하이닉스,1,1
2021-01-07,SK하이닉스,1,0
2021-01-06,SK하이닉스,1,1
2021-01-05,SK하이닉스,1,0
2021-01-04,SK하이닉스,1,1
2020-12-30,SK하이닉스,1,0
2020-12-29,SK하이닉스,1,0
2020-12-28,SK하이닉스,0,1
2020-12-24,SK하이닉스,1,1
